     lon       lat      ve     vn      eps1      eps1(sig)     eps2      eps2(sig)     theta   theta(sig)  rotation     rot(sig)  dilatation   dila(sig)     gamma    gamma(sig)      psi     psi(sig)  stations
  119.9500   22.8500  18.97  17.26   0.275E-04   0.145E-05  -0.173E-04   0.147E-05   -35.6561     1.3192  -0.242E-04   0.104E-05   0.102E-04   0.206E-05   0.448E-04   0.118E-05     9.3439     0.4248  CK24 CK25 CK17 CK31 CK23 CK18 CK32 CK16 CK30 CK26
  120.0000   22.8500  18.90  17.38   0.292E-04   0.149E-05  -0.186E-04   0.148E-05   -32.7812     1.2574  -0.259E-04   0.105E-05   0.105E-04   0.210E-05   0.478E-04   0.129E-05    12.2188     0.5221  CK24 CK31 CK25 CK32 CK23 CK30 CK17 CK18 CK26 CK38
  120.0500   22.8500  18.70  17.54   0.322E-04   0.149E-05  -0.194E-04   0.148E-05   -33.5967     1.1635  -0.243E-04   0.105E-05   0.128E-04   0.209E-05   0.516E-04   0.126E-05    11.4033     0.4525  CK31 CK24 CK32 CK25 CK30 CK23 CK38 CK39 CK33 CK17
  120.1000   22.8500  18.50  17.62   0.306E-04   0.144E-05  -0.182E-04   0.146E-05   -34.3596     1.2071  -0.244E-04   0.103E-05   0.124E-04   0.206E-05   0.488E-04   0.121E-05    10.6404     0.4382  CK31 CK32 CK38 CK24 CK30 CK39 CK25 CK37 CK23 CK33
  120.1500   22.8500  18.47  17.79   0.294E-04   0.134E-05  -0.157E-04   0.133E-05   -34.7385     1.1953  -0.255E-04   0.941E-06   0.138E-04   0.188E-05   0.451E-04   0.110E-05    10.2615     0.4190  CK31 CK38 CK32 CK39 CK30 CK37 CK24 CK25 CK45 CK33
  120.2000   22.8500  18.34  17.90   0.282E-04   0.130E-05  -0.156E-04   0.132E-05   -38.0029     1.2081  -0.249E-04   0.926E-06   0.126E-04   0.185E-05   0.438E-04   0.100E-05     6.9971     0.2928  CK38 CK31 CK39 CK32 CK37 CK45 CK30 CK46 CK40
  120.2500   22.8500  18.34  18.09   0.257E-04   0.928E-06  -0.158E-04   0.938E-06   -38.4112     0.9117  -0.253E-04   0.660E-06   0.993E-05   0.132E-05   0.414E-04   0.710E-06     6.5888     0.2081  CK38 CK39 CK45 CK31 CK37 CK46 CK32 CK44 CK30 CK40
  120.3000   22.8500  18.38  18.41   0.241E-04   0.938E-06  -0.171E-04   0.958E-06   -38.3411     0.9298  -0.263E-04   0.671E-06   0.703E-05   0.134E-05   0.413E-04   0.722E-06     6.6589     0.2146  CK38 CK45 CK39 CK46 CK37 CK44 CK31 CK32 CK40
  120.3500   22.8500  18.31  18.57   0.219E-04   0.151E-05  -0.191E-04   0.162E-05   -39.4684     1.5428  -0.249E-04   0.111E-05   0.280E-05   0.221E-05   0.411E-04   0.117E-05     5.5316     0.2976  CK45 CK38 CK46 CK39 CK44 CK37 CK47
  119.5500   22.9000  16.74  15.83   0.250E-04   0.320E-05  -0.199E-04   0.299E-05   -49.9638     2.7513  -0.316E-04   0.219E-05   0.510E-05   0.438E-05   0.449E-04   0.228E-05    -4.9638     0.4815  CK04 CK03 CK11 CK10 CK05 CK02 CK12 CK09
  119.6000   22.9000  16.96  16.24   0.255E-04   0.234E-05  -0.222E-04   0.231E-05   -47.2685     1.9683  -0.312E-04   0.164E-05   0.324E-05   0.329E-05   0.477E-04   0.166E-05    -2.2685     0.1562  CK11 CK10 CK04 CK03 CK12 CK05 CK18 CK17 CK09 CK02
  119.6500   22.9000  17.17  16.50   0.261E-04   0.246E-05  -0.281E-04   0.245E-05   -47.9951     1.8259  -0.295E-04   0.174E-05  -0.201E-05   0.348E-05   0.542E-04   0.177E-05    -2.9951     0.1916  CK11 CK10 CK04 CK03 CK18 CK17 CK12 CK09 CK05 CK19
  119.7000   22.9000  17.08  16.64   0.260E-04   0.233E-05  -0.287E-04   0.233E-05   -44.7112     1.7260  -0.254E-04   0.165E-05  -0.268E-05   0.330E-05   0.547E-04   0.165E-05     0.2888     0.0174  CK11 CK10 CK18 CK17 CK12 CK04 CK03 CK19 CK09 CK16
  119.7500   22.9000  17.07  16.81   0.233E-04   0.178E-05  -0.271E-04   0.179E-05   -44.3350     1.4373  -0.267E-04   0.126E-05  -0.377E-05   0.253E-05   0.503E-04   0.126E-05     0.6650     0.0333  CK18 CK17 CK11 CK10 CK19 CK25 CK12 CK24 CK16 CK09 CK04
  119.8000   22.9000  16.97  16.84   0.211E-04   0.176E-05  -0.273E-04   0.175E-05   -47.1036     1.4667  -0.262E-04   0.124E-05  -0.613E-05   0.248E-05   0.484E-04   0.125E-05    -2.1036     0.1079  CK18 CK17 CK11 CK25 CK10 CK24 CK19 CK16 CK12 CK26
  119.8500   22.9000  16.83  16.99   0.228E-04   0.174E-05  -0.249E-04   0.173E-05   -45.4616     1.4768  -0.251E-04   0.123E-05  -0.210E-05   0.246E-05   0.476E-04   0.123E-05    -0.4616     0.0238  CK18 CK17 CK25 CK24 CK19 CK11 CK10 CK26 CK16 CK23
  119.9000   22.9000  16.65  17.27   0.220E-04   0.170E-05  -0.218E-04   0.170E-05   -45.2668     1.5759  -0.272E-04   0.121E-05   0.181E-06   0.241E-05   0.437E-04   0.121E-05    -0.2668     0.0147  CK25 CK24 CK18 CK17 CK26 CK32 CK19 CK31 CK23 CK16 CK11
  119.9500   22.9000  16.68  17.40   0.207E-04   0.211E-05  -0.267E-04   0.212E-05   -43.5758     1.8047  -0.296E-04   0.150E-05  -0.606E-05   0.299E-05   0.474E-04   0.150E-05     1.4242     0.0898  CK25 CK24 CK18 CK32 CK17 CK31 CK26 CK23 CK19 CK33
  120.0000   22.9000  16.30  17.61   0.238E-04   0.211E-05  -0.275E-04   0.215E-05   -39.7692     1.6803  -0.272E-04   0.151E-05  -0.366E-05   0.301E-05   0.513E-04   0.158E-05     5.2308     0.3052  CK25 CK24 CK32 CK31 CK26 CK18 CK17 CK33 CK23 CK30
  120.0500   22.9000  16.18  17.78   0.247E-04   0.211E-05  -0.249E-04   0.214E-05   -40.9336     1.7336  -0.282E-04   0.150E-05  -0.184E-06   0.300E-05   0.496E-04   0.155E-05     4.0664     0.2457  CK32 CK31 CK25 CK24 CK33 CK39 CK38 CK26 CK30 CK23
  120.1000   22.9000  16.08  17.81   0.256E-04   0.211E-05  -0.281E-04   0.211E-05   -43.5292     1.5889  -0.277E-04   0.149E-05  -0.252E-05   0.298E-05   0.538E-04   0.150E-05     1.4708     0.0815  CK32 CK31 CK39 CK25 CK38 CK24 CK33 CK30 CK40 CK26
  120.1500   22.9000  15.91  17.92   0.278E-04   0.171E-05  -0.258E-04   0.172E-05   -43.1546     1.2949  -0.259E-04   0.121E-05   0.201E-05   0.242E-05   0.536E-04   0.122E-05     1.8454     0.0834  CK32 CK31 CK39 CK38 CK33 CK25 CK40 CK24 CK30 CK37 CK46
  120.2000   22.9000  15.85  17.97   0.248E-04   0.177E-05  -0.223E-04   0.176E-05   -46.3721     1.5119  -0.280E-04   0.125E-05   0.247E-05   0.249E-05   0.471E-04   0.125E-05    -1.3721     0.0728  CK39 CK38 CK32 CK31 CK40 CK46 CK45 CK33 CK37 CK30
  120.2500   22.9000  16.00  18.11   0.227E-04   0.160E-05  -0.277E-04   0.159E-05   -48.3208     1.2700  -0.276E-04   0.113E-05  -0.501E-05   0.225E-05   0.504E-04   0.115E-05    -3.3208     0.1486  CK39 CK38 CK46 CK45 CK32 CK31 CK40 CK37 CK47 CK33
  120.3000   22.9000  15.93  18.21   0.219E-04   0.145E-05  -0.272E-04   0.143E-05   -46.6920     1.1828  -0.259E-04   0.102E-05  -0.527E-05   0.203E-05   0.491E-04   0.103E-05    -1.6920     0.0702  CK39 CK38 CK46 CK45 CK40 CK32 CK47 CK31 CK37 CK44
  120.3500   22.9000  15.86  18.34   0.177E-04   0.202E-05  -0.264E-04   0.194E-05   -47.8780     1.7972  -0.277E-04   0.140E-05  -0.867E-05   0.278E-05   0.441E-04   0.143E-05    -2.8780     0.1829  CK46 CK45 CK39 CK38 CK47 CK40 CK44 CK37
  119.5500   22.9500  14.14  15.59   0.174E-04   0.524E-05  -0.329E-04   0.461E-05   -58.5763     3.5425  -0.322E-04   0.349E-05  -0.155E-04   0.698E-05   0.502E-04   0.445E-05   -13.5763     1.8169  CK04 CK11 CK03 CK05 CK10 CK12
  119.6000   22.9500  14.29  15.92   0.189E-04   0.309E-05  -0.353E-04   0.308E-05   -56.6180     2.1222  -0.297E-04   0.218E-05  -0.164E-04   0.437E-05   0.541E-04   0.264E-05   -11.6180     0.9112  CK11 CK04 CK10 CK12 CK03 CK05 CK18 CK17 CK19
  119.6500   22.9500  14.41  16.13   0.195E-04   0.311E-05  -0.361E-04   0.315E-05   -55.8389     2.1172  -0.286E-04   0.221E-05  -0.166E-04   0.443E-05   0.556E-04   0.263E-05   -10.8389     0.8416  CK11 CK10 CK04 CK12 CK18 CK03 CK05 CK17 CK19
  119.7000   22.9500  14.49  16.20   0.199E-04   0.304E-05  -0.369E-04   0.305E-05   -55.2368     2.0340  -0.272E-04   0.215E-05  -0.169E-04   0.431E-05   0.568E-04   0.252E-05   -10.2368     0.7594  CK11 CK18 CK10 CK12 CK17 CK19 CK04 CK03 CK05
  119.7500   22.9500  14.55  16.45   0.190E-04   0.229E-05  -0.377E-04   0.236E-05   -53.9510     1.5824  -0.262E-04   0.164E-05  -0.187E-04   0.329E-05   0.568E-04   0.186E-05    -8.9510     0.5084  CK18 CK11 CK17 CK19 CK10 CK12 CK25 CK04 CK24 CK26
  119.8000   22.9500  14.51  16.44   0.173E-04   0.224E-05  -0.361E-04   0.228E-05   -54.6672     1.6246  -0.275E-04   0.159E-05  -0.189E-04   0.321E-05   0.534E-04   0.184E-05    -9.6672     0.5660  CK18 CK17 CK19 CK11 CK25 CK10 CK12 CK24 CK26
  119.8500   22.9500  14.41  16.72   0.143E-04   0.200E-05  -0.346E-04   0.208E-05   -54.6322     1.5990  -0.296E-04   0.144E-05  -0.204E-04   0.289E-05   0.489E-04   0.166E-05    -9.6322     0.5562  CK18 CK25 CK17 CK19 CK24 CK26 CK11 CK10 CK12 CK32
  119.9000   22.9500  14.20  16.97   0.162E-04   0.228E-05  -0.361E-04   0.235E-05   -53.4467     1.7179  -0.290E-04   0.164E-05  -0.199E-04   0.328E-05   0.523E-04   0.183E-05    -8.4467     0.5211  CK25 CK18 CK24 CK26 CK17 CK19 CK32 CK31 CK11 CK33
  119.9500   22.9500  14.07  17.15   0.137E-04   0.273E-05  -0.365E-04   0.277E-05   -51.4517     2.1645  -0.312E-04   0.194E-05  -0.228E-04   0.389E-05   0.502E-04   0.208E-05    -6.4517     0.4959  CK25 CK24 CK26 CK18 CK32 CK17 CK31 CK19 CK33
  120.0000   22.9500  13.83  17.49   0.152E-04   0.251E-05  -0.367E-04   0.258E-05   -51.1292     1.9386  -0.318E-04   0.180E-05  -0.216E-04   0.359E-05   0.519E-04   0.192E-05    -6.1292     0.4226  CK25 CK32 CK24 CK26 CK31 CK33 CK18 CK17 CK19 CK39
  120.0500   22.9500  13.59  17.65   0.194E-04   0.249E-05  -0.399E-04   0.255E-05   -50.4381     1.6897  -0.298E-04   0.178E-05  -0.205E-04   0.356E-05   0.593E-04   0.187E-05    -5.4381     0.3249  CK32 CK25 CK31 CK33 CK24 CK26 CK39 CK38 CK40 CK18
  120.1000   22.9500  13.40  17.67   0.210E-04   0.269E-05  -0.393E-04   0.273E-05   -51.4102     1.7759  -0.298E-04   0.192E-05  -0.183E-04   0.384E-05   0.603E-04   0.205E-05    -6.4102     0.4041  CK32 CK31 CK33 CK39 CK25 CK38 CK24 CK40 CK26
  120.1500   22.9500  13.34  17.74   0.219E-04   0.227E-05  -0.383E-04   0.235E-05   -52.5958     1.4994  -0.301E-04   0.163E-05  -0.164E-04   0.327E-05   0.602E-04   0.179E-05    -7.5958     0.4068  CK32 CK39 CK31 CK33 CK38 CK40 CK25 CK24 CK46 CK26
  120.2000   22.9500  13.30  17.81   0.237E-04   0.201E-05  -0.399E-04   0.208E-05   -54.0245     1.2391  -0.281E-04   0.144E-05  -0.162E-04   0.289E-05   0.636E-04   0.164E-05    -9.0245     0.4025  CK39 CK32 CK38 CK40 CK31 CK33 CK46 CK45 CK47 CK25
  120.2500   22.9500  13.36  17.73   0.211E-04   0.204E-05  -0.393E-04   0.208E-05   -55.1020     1.2983  -0.290E-04   0.146E-05  -0.182E-04   0.292E-05   0.604E-04   0.170E-05   -10.1020     0.4778  CK39 CK38 CK40 CK46 CK32 CK45 CK47 CK31 CK33
  120.3000   22.9500  13.39  17.79   0.191E-04   0.191E-05  -0.399E-04   0.192E-05   -55.6895     1.2282  -0.290E-04   0.136E-05  -0.208E-04   0.271E-05   0.589E-04   0.161E-05   -10.6895     0.4814  CK39 CK46 CK38 CK40 CK45 CK47 CK32 CK31 CK33
  120.3500   22.9500  13.37  17.91   0.152E-04   0.317E-05  -0.405E-04   0.287E-05   -56.1064     2.0266  -0.295E-04   0.215E-05  -0.253E-04   0.425E-05   0.557E-04   0.256E-05   -11.1064     0.8368  CK46 CK39 CK45 CK47 CK38 CK40
  119.5500   23.0000  11.58  14.09   0.138E-04   0.367E-05  -0.424E-04   0.277E-05   -66.8155     1.6975  -0.300E-04   0.230E-05  -0.286E-04   0.460E-05   0.561E-04   0.358E-05   -21.8155     1.6182  CK04 CK05 CK11 CK12 CK03 CK10 CK06 CK13
  119.6000   23.0000  11.78  14.50   0.129E-04   0.253E-05  -0.439E-04   0.230E-05   -66.0594     1.2769  -0.284E-04   0.171E-05  -0.310E-04   0.342E-05   0.569E-04   0.262E-05   -21.0594     1.1545  CK11 CK04 CK12 CK05 CK10 CK03 CK18 CK19 CK13 CK06
  119.6500   23.0000  11.93  14.72   0.140E-04   0.256E-05  -0.432E-04   0.248E-05   -63.5581     1.4254  -0.257E-04   0.178E-05  -0.292E-04   0.357E-05   0.572E-04   0.258E-05   -18.5581     1.0787  CK11 CK12 CK04 CK18 CK05 CK19 CK10 CK13 CK03 CK17
  119.7000   23.0000  12.13  14.83   0.146E-04   0.245E-05  -0.466E-04   0.228E-05   -63.7692     1.2414  -0.224E-04   0.167E-05  -0.319E-04   0.334E-05   0.612E-04   0.243E-05   -18.7692     0.9539  CK11 CK12 CK18 CK19 CK10 CK04 CK17 CK05 CK13 CK20
  119.7500   23.0000  12.17  15.04   0.971E-05   0.184E-05  -0.456E-04   0.179E-05   -63.4551     1.0672  -0.234E-04   0.128E-05  -0.359E-04   0.258E-05   0.553E-04   0.185E-05   -18.4551     0.7966  CK18 CK11 CK19 CK12 CK17 CK10 CK25 CK26 CK20 CK04 CK13
  119.8000   23.0000  12.12  15.02   0.109E-04   0.182E-05  -0.437E-04   0.178E-05   -62.4826     1.0952  -0.248E-04   0.127E-05  -0.328E-04   0.255E-05   0.546E-04   0.179E-05   -17.4826     0.7606  CK18 CK19 CK11 CK25 CK12 CK26 CK17 CK20 CK10 CK24
  119.8500   23.0000  12.06  15.21   0.109E-04   0.189E-05  -0.459E-04   0.176E-05   -64.9108     1.0049  -0.233E-04   0.129E-05  -0.349E-04   0.259E-05   0.568E-04   0.193E-05   -19.9108     0.8328  CK18 CK19 CK25 CK26 CK17 CK11 CK24 CK12 CK20 CK27
  119.9000   23.0000  11.80  15.56   0.487E-05   0.176E-05  -0.459E-04   0.172E-05   -64.2873     1.0833  -0.266E-04   0.123E-05  -0.410E-04   0.246E-05   0.508E-04   0.181E-05   -19.2873     0.8637  CK25 CK26 CK18 CK19 CK24 CK32 CK17 CK33 CK27 CK20 CK11
  119.9500   23.0000  11.55  15.72   0.505E-05   0.220E-05  -0.449E-04   0.215E-05   -60.5547     1.5078  -0.285E-04   0.154E-05  -0.399E-04   0.307E-05   0.500E-04   0.206E-05   -15.5547     0.9108  CK25 CK26 CK18 CK32 CK19 CK33 CK24 CK27 CK17 CK31
  120.0000   23.0000  11.34  16.09   0.591E-05   0.198E-05  -0.476E-04   0.195E-05   -61.5467     1.2445  -0.272E-04   0.139E-05  -0.417E-04   0.278E-05   0.535E-04   0.191E-05   -16.5467     0.8147  CK25 CK26 CK32 CK33 CK24 CK18 CK31 CK19 CK27 CK34 CK39
  120.0500   23.0000  11.01  16.29   0.690E-05   0.198E-05  -0.481E-04   0.196E-05   -60.7713     1.2347  -0.271E-04   0.139E-05  -0.412E-04   0.278E-05   0.550E-04   0.188E-05   -15.7713     0.7597  CK32 CK33 CK25 CK26 CK31 CK39 CK24 CK40 CK34 CK27 CK18
  120.1000   23.0000  10.69  16.34   0.132E-04   0.219E-05  -0.469E-04   0.217E-05   -58.7578     1.3026  -0.272E-04   0.154E-05  -0.337E-04   0.308E-05   0.601E-04   0.197E-05   -13.7578     0.6786  CK32 CK33 CK39 CK25 CK40 CK26 CK31 CK34 CK38 CK24
  120.1500   23.0000  10.70  16.39   0.152E-04   0.182E-05  -0.489E-04   0.180E-05   -61.7826     0.9557  -0.248E-04   0.128E-05  -0.337E-04   0.256E-05   0.640E-04   0.177E-05   -16.7826     0.6326  CK32 CK33 CK39 CK40 CK31 CK38 CK25 CK26 CK34 CK41 CK46
  120.2000   23.0000  10.69  16.29   0.160E-04   0.195E-05  -0.474E-04   0.184E-05   -62.3395     0.9963  -0.262E-04   0.134E-05  -0.314E-04   0.268E-05   0.634E-04   0.188E-05   -17.3395     0.6893  CK39 CK40 CK32 CK33 CK38 CK46 CK31 CK47 CK41 CK34
  120.2500   23.0000  10.70  16.26   0.169E-04   0.171E-05  -0.473E-04   0.168E-05   -61.2267     0.9043  -0.268E-04   0.120E-05  -0.304E-04   0.240E-05   0.642E-04   0.164E-05   -16.2267     0.5745  CK39 CK40 CK46 CK32 CK47 CK33 CK38 CK41 CK45 CK31
  120.3000   23.0000  10.89  16.30   0.160E-04   0.164E-05  -0.490E-04   0.153E-05   -63.1978     0.7956  -0.241E-04   0.112E-05  -0.330E-04   0.224E-05   0.650E-04   0.161E-05   -18.1978     0.5868  CK39 CK46 CK40 CK47 CK38 CK45 CK32 CK33 CK41 CK48
  120.3500   23.0000  10.98  16.26   0.113E-04   0.236E-05  -0.468E-04   0.188E-05   -63.2808     1.1934  -0.260E-04   0.152E-05  -0.355E-04   0.301E-05   0.581E-04   0.217E-05   -18.2808     0.8940  CK46 CK47 CK39 CK40 CK45 CK38 CK48 CK41
  119.5500   23.0500   8.99  12.37   0.111E-04   0.290E-05  -0.505E-04   0.212E-05   -74.1845     0.8772  -0.294E-04   0.180E-05  -0.394E-04   0.359E-05   0.615E-04   0.320E-05   -29.1845     1.4242  CK05 CK04 CK12 CK11 CK06 CK13 CK03
  119.6000   23.0500   9.38  12.58   0.126E-04   0.186E-05  -0.490E-04   0.167E-05   -69.9062     0.7505  -0.262E-04   0.125E-05  -0.364E-04   0.250E-05   0.616E-04   0.207E-05   -24.9062     0.8884  CK12 CK05 CK11 CK04 CK13 CK06 CK19 CK18 CK10 CK03
  119.6500   23.0500   9.68  12.95   0.122E-04   0.166E-05  -0.528E-04   0.160E-05   -70.6790     0.6334  -0.231E-04   0.115E-05  -0.406E-04   0.230E-05   0.650E-04   0.194E-05   -25.6790     0.7922  CK12 CK11 CK05 CK19 CK04 CK13 CK18 CK06 CK10 CK20
  119.7000   23.0500   9.91  13.07   0.102E-04   0.178E-05  -0.527E-04   0.168E-05   -70.5532     0.7001  -0.218E-04   0.122E-05  -0.424E-04   0.245E-05   0.629E-04   0.205E-05   -25.5532     0.8678  CK12 CK11 CK19 CK18 CK13 CK05 CK20 CK04 CK10
  119.7500   23.0500   9.91  13.01   0.814E-05   0.128E-05  -0.497E-04   0.125E-05   -68.9017     0.5963  -0.220E-04   0.892E-06  -0.415E-04   0.179E-05   0.578E-04   0.146E-05   -23.9017     0.6551  CK19 CK12 CK18 CK11 CK20 CK13 CK26 CK25 CK17 CK05 CK10
  119.8000   23.0500   9.87  13.28   0.617E-05   0.110E-05  -0.533E-04   0.107E-05   -70.4064     0.4685  -0.200E-04   0.767E-06  -0.471E-04   0.154E-05   0.595E-04   0.129E-05   -25.4064     0.5727  CK19 CK18 CK12 CK26 CK11 CK20 CK25 CK13 CK17 CK27
  119.8500   23.0500   9.81  13.40   0.410E-05   0.124E-05  -0.539E-04   0.117E-05   -71.5379     0.5049  -0.220E-04   0.849E-06  -0.498E-04   0.170E-05   0.580E-04   0.145E-05   -26.5379     0.6703  CK19 CK18 CK26 CK25 CK20 CK12 CK27 CK11 CK17
  119.9000   23.0500   9.65  13.40  -0.230E-06   0.121E-05  -0.508E-04   0.118E-05   -68.3852     0.6557  -0.254E-04   0.847E-06  -0.510E-04   0.169E-05   0.505E-04   0.136E-05   -23.3852     0.6992  CK26 CK19 CK25 CK18 CK27 CK20 CK33 CK32 CK24 CK12 CK17
  119.9500   23.0500   9.31  13.91  -0.200E-05   0.125E-05  -0.549E-04   0.121E-05   -69.6246     0.6164  -0.244E-04   0.875E-06  -0.569E-04   0.174E-05   0.529E-04   0.144E-05   -24.6246     0.7189  CK26 CK25 CK19 CK33 CK18 CK27 CK32 CK20 CK34 CK24
  120.0000   23.0500   8.91  14.01  -0.154E-06   0.134E-05  -0.532E-04   0.130E-05   -66.2350     0.7436  -0.243E-04   0.936E-06  -0.533E-04   0.187E-05   0.530E-04   0.144E-05   -21.2350     0.6824  CK26 CK33 CK25 CK32 CK27 CK19 CK34 CK18 CK24 CK40 CK31
  120.0500   23.0500   8.54  14.44   0.203E-05   0.133E-05  -0.570E-04   0.135E-05   -67.9674     0.6388  -0.231E-04   0.950E-06  -0.550E-04   0.189E-05   0.591E-04   0.151E-05   -22.9674     0.6623  CK33 CK32 CK26 CK25 CK34 CK40 CK27 CK39 CK31 CK19
  120.1000   23.0500   8.37  14.53   0.505E-05   0.145E-05  -0.562E-04   0.141E-05   -68.0658     0.6557  -0.224E-04   0.101E-05  -0.511E-04   0.202E-05   0.612E-04   0.162E-05   -23.0658     0.6821  CK33 CK32 CK40 CK26 CK39 CK34 CK25 CK41 CK27 CK31
  120.1500   23.0500   8.23  14.39   0.110E-04   0.142E-05  -0.538E-04   0.139E-05   -65.5811     0.6634  -0.223E-04   0.992E-06  -0.428E-04   0.199E-05   0.647E-04   0.151E-05   -20.5811     0.5780  CK33 CK40 CK32 CK39 CK34 CK41 CK26 CK25 CK31 CK47 CK38
  120.2000   23.0500   8.13  14.61   0.129E-04   0.164E-05  -0.573E-04   0.157E-05   -67.5857     0.6544  -0.210E-04   0.113E-05  -0.443E-04   0.227E-05   0.702E-04   0.180E-05   -22.5857     0.6558  CK40 CK39 CK33 CK32 CK41 CK47 CK34 CK46 CK38
  120.2500   23.0500   8.36  14.49   0.125E-04   0.146E-05  -0.548E-04   0.143E-05   -68.2406     0.5992  -0.218E-04   0.102E-05  -0.423E-04   0.205E-05   0.673E-04   0.164E-05   -23.2406     0.6279  CK40 CK39 CK47 CK33 CK46 CK41 CK32 CK48 CK38 CK34
  120.3000   23.0500   8.50  14.34   0.138E-04   0.150E-05  -0.524E-04   0.137E-05   -67.2980     0.6260  -0.224E-04   0.101E-05  -0.386E-04   0.203E-05   0.661E-04   0.160E-05   -22.2980     0.6161  CK40 CK47 CK39 CK46 CK41 CK48 CK33 CK32 CK38 CK45
  120.3500   23.0500   8.64  14.46   0.112E-04   0.232E-05  -0.542E-04   0.180E-05   -68.2005     0.8865  -0.216E-04   0.148E-05  -0.430E-04   0.293E-05   0.653E-04   0.235E-05   -23.2005     0.9374  CK47 CK46 CK40 CK39 CK48 CK41 CK45
  119.5500   23.1000   6.62  10.25   0.167E-04   0.252E-05  -0.548E-04   0.197E-05   -75.1983     0.6335  -0.259E-04   0.160E-05  -0.381E-04   0.320E-05   0.714E-04   0.289E-05   -30.1983     1.1150  CK05 CK12 CK06 CK04 CK13 CK11
  119.6000   23.1000   7.11  10.55   0.134E-04   0.156E-05  -0.559E-04   0.154E-05   -74.5509     0.4648  -0.228E-04   0.109E-05  -0.425E-04   0.219E-05   0.693E-04   0.196E-05   -29.5509     0.7766  CK12 CK05 CK13 CK06 CK11 CK04 CK19 CK20
  119.6500   23.1000   7.51  10.74   0.118E-04   0.124E-05  -0.558E-04   0.130E-05   -74.3952     0.3946  -0.205E-04   0.898E-06  -0.440E-04   0.180E-05   0.676E-04   0.161E-05   -29.3952     0.6513  CK12 CK13 CK05 CK11 CK19 CK06 CK20 CK04 CK18
  119.7000   23.1000   7.82  10.85   0.104E-04   0.118E-05  -0.558E-04   0.121E-05   -74.0582     0.3855  -0.189E-04   0.843E-06  -0.455E-04   0.169E-05   0.662E-04   0.150E-05   -29.0582     0.6197  CK12 CK19 CK13 CK11 CK20 CK18 CK05 CK06 CK04
  119.7500   23.1000   7.90  10.92   0.626E-05   0.865E-06  -0.563E-04   0.948E-06   -73.9348     0.3125  -0.179E-04   0.641E-06  -0.501E-04   0.128E-05   0.626E-04   0.114E-05   -28.9348     0.4973  CK19 CK12 CK20 CK13 CK18 CK11 CK26 CK27 CK05 CK25
  119.8000   23.1000   7.97  11.00   0.403E-05   0.881E-06  -0.571E-04   0.915E-06   -72.9897     0.3333  -0.180E-04   0.635E-06  -0.530E-04   0.127E-05   0.611E-04   0.111E-05   -27.9897     0.4940  CK19 CK20 CK12 CK18 CK26 CK13 CK27 CK11 CK25
  119.8500   23.1000   7.81  11.07   0.160E-05   0.759E-06  -0.577E-04   0.826E-06   -72.9519     0.3035  -0.187E-04   0.563E-06  -0.561E-04   0.112E-05   0.593E-04   0.980E-06   -27.9519     0.4501  CK19 CK26 CK20 CK18 CK27 CK25 CK12 CK13 CK11 CK33
  119.9000   23.1000   7.63  11.22  -0.223E-05   0.787E-06  -0.579E-04   0.855E-06   -74.0503     0.3157  -0.207E-04   0.585E-06  -0.601E-04   0.116E-05   0.556E-04   0.103E-05   -29.0503     0.5111  CK26 CK19 CK27 CK25 CK20 CK18 CK33 CK34 CK12 CK32
  119.9500   23.1000   7.29  11.52  -0.407E-05   0.916E-06  -0.586E-04   0.946E-06   -74.1893     0.3621  -0.208E-04   0.663E-06  -0.627E-04   0.132E-05   0.546E-04   0.117E-05   -29.1893     0.5930  CK26 CK27 CK25 CK19 CK33 CK20 CK34 CK18 CK32
  120.0000   23.1000   6.83  11.81  -0.546E-05   0.820E-06  -0.592E-04   0.890E-06   -73.7465     0.3464  -0.203E-04   0.609E-06  -0.646E-04   0.121E-05   0.537E-04   0.107E-05   -28.7465     0.5478  CK26 CK33 CK27 CK25 CK34 CK32 CK19 CK20 CK18 CK40
  120.0500   23.1000   6.55  12.01  -0.145E-05   0.960E-06  -0.596E-04   0.105E-05   -73.8141     0.3752  -0.198E-04   0.714E-06  -0.610E-04   0.142E-05   0.581E-04   0.126E-05   -28.8141     0.5945  CK33 CK26 CK34 CK32 CK27 CK25 CK40 CK41 CK39 CK19
  120.1000   23.1000   6.29  12.19   0.852E-06   0.121E-05  -0.596E-04   0.127E-05   -72.8489     0.4684  -0.190E-04   0.877E-06  -0.588E-04   0.175E-05   0.605E-04   0.153E-05   -27.8489     0.6864  CK33 CK34 CK40 CK32 CK26 CK41 CK27 CK39 CK25
  120.1500   23.1000   6.13  12.22   0.360E-05   0.118E-05  -0.598E-04   0.129E-05   -72.1563     0.4604  -0.185E-04   0.869E-06  -0.562E-04   0.175E-05   0.634E-04   0.151E-05   -27.1563     0.6379  CK33 CK40 CK34 CK32 CK41 CK39 CK26 CK27 CK47 CK25
  120.2000   23.1000   6.13  12.24   0.835E-05   0.128E-05  -0.583E-04   0.140E-05   -72.6411     0.4642  -0.186E-04   0.941E-06  -0.500E-04   0.190E-05   0.667E-04   0.165E-05   -27.6411     0.6646  CK40 CK33 CK41 CK39 CK34 CK32 CK47 CK48 CK46 CK26
