latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
22.99933424,120.2198301,41.2806,2.88833,69,2023,-71806.068
22.99933424,120.2198301,41.2797,2.88861,69,2023,-72641.659
22.99933427,120.2198301,41.279,2.88889,69,2023,-73477.119
22.99933426,120.2198301,41.2851,2.88917,69,2023,-74312.34
22.99933428,120.21983,41.2884,2.88944,69,2023,-75147.239
22.99933431,120.2198301,41.2892,2.88972,69,2023,-75982.19
22.99933429,120.2198301,41.2906,2.89,69,2023,-76817.166
22.99933431,120.2198301,41.2899,2.89028,69,2023,-77651.927
22.99933429,120.2198301,41.2889,2.89056,69,2023,-78486.521
22.99933426,120.21983,41.2811,2.89083,69,2023,-79321.014
22.99933425,120.2198301,41.2794,2.89111,69,2023,-80155.386
22.99933423,120.21983,41.2816,2.89139,69,2023,-80989.598
22.99933421,120.21983,41.2756,2.89167,69,2023,-81823.557
22.99933422,120.21983,41.2774,2.89194,69,2023,-82657.184
22.99933424,120.21983,41.2745,2.89222,69,2023,-83490.655
22.99933426,120.2198301,41.2703,2.8925,69,2023,-84324.071
22.99933427,120.2198301,41.2648,2.89278,69,2023,-85157.327
22.99933426,120.2198301,41.2686,2.89306,69,2023,-85990.552
22.99933427,120.2198302,41.2667,2.89333,69,2023,-86823.531
22.99933431,120.2198302,41.2782,2.89361,69,2023,-87656.29
22.9993343,120.2198302,41.2725,2.89389,69,2023,-88488.895
22.99933431,120.2198302,41.2772,2.89417,69,2023,-89321.47
22.99933438,120.2198302,41.2825,2.89444,69,2023,-90153.873
22.99933432,120.2198302,41.2869,2.89472,69,2023,-90986.015
22.99933434,120.2198302,41.2859,2.895,69,2023,-91818.037
22.99933432,120.2198302,41.2908,2.89528,69,2023,-92649.916
22.99933429,120.2198302,41.2876,2.89556,69,2023,-93481.75
22.99933428,120.2198302,41.2886,2.89583,69,2023,-94313.602
22.99933426,120.2198302,41.3044,2.89611,69,2023,-95145.34
22.9993343,120.2198302,41.3,2.89639,69,2023,-95976.87
22.99933433,120.2198302,41.2988,2.89667,69,2023,-96808.38
22.99933432,120.2198302,41.2858,2.89694,69,2023,-97639.788
22.99933432,120.2198302,41.2919,2.89722,69,2023,-98470.986
22.99933432,120.2198302,41.2959,2.8975,69,2023,-99302.01
22.99933432,120.2198302,41.2994,2.89778,69,2023,-100132.889
22.99933426,120.2198301,41.2886,2.89806,69,2023,-100963.655
22.99933422,120.2198301,41.2844,2.89833,69,2023,-101794.244
22.99933423,120.2198302,41.2892,2.89861,69,2023,-102624.661
22.99933416,120.2198301,41.2765,2.89889,69,2023,-103454.94
22.99933415,120.2198301,41.2805,2.89917,69,2023,-104285.13
22.99933417,120.2198301,41.2806,2.89944,69,2023,-105115.083
22.99933419,120.2198301,41.2827,2.89972,69,2023,-105944.887
22.99933426,120.2198302,41.2938,2.9,69,2023,-106774.676
22.99933427,120.2198302,41.2873,2.90028,69,2023,-107604.395
22.99933429,120.2198302,41.2943,2.90056,69,2023,-108433.928
22.99933433,120.2198302,41.2889,2.90083,69,2023,-109263.322
22.99933433,120.2198302,41.2967,2.90111,69,2023,-110092.655
22.99933431,120.2198302,41.2945,2.90139,69,2023,-110921.867
22.99933436,120.2198302,41.2978,2.90167,69,2023,-111750.903
22.99933429,120.2198302,41.2913,2.90194,69,2023,-112579.895
22.99933431,120.2198302,41.2963,2.90222,69,2023,-113408.688
22.99933431,120.2198302,41.298,2.9025,69,2023,-114237.363
22.99933428,120.2198302,41.292,2.90278,69,2023,-115065.963
22.99933427,120.2198302,41.2952,2.90306,69,2023,-115894.356
22.99933425,120.2198302,41.288,2.90333,69,2023,-116722.615
22.99933424,120.2198301,41.2818,2.90361,69,2023,-117550.661
22.99933425,120.2198301,41.2846,2.90389,69,2023,-118378.569
22.99933426,120.2198301,41.2852,2.90417,69,2023,-119206.412
22.99933429,120.2198301,41.287,2.90444,69,2023,-120034.071
22.99933434,120.2198302,41.2904,2.90472,69,2023,-120861.493
22.9993344,120.2198302,41.2979,2.905,69,2023,-121688.803
22.99933436,120.2198302,41.2956,2.90528,69,2023,-122516.135
22.99933438,120.2198302,41.2965,2.90556,69,2023,-123343.347
22.99933439,120.2198302,41.2962,2.90583,69,2023,-124170.544
22.99933437,120.2198302,41.3005,2.90611,69,2023,-124997.41
22.99933434,120.2198302,41.2912,2.90639,69,2023,-125824.075
22.9993343,120.2198302,41.2899,2.90667,69,2023,-126650.686
22.9993343,120.2198302,41.289,2.90694,69,2023,-127477.207
22.99933426,120.2198302,41.2871,2.90722,69,2023,-128303.587
22.99933423,120.2198302,41.2936,2.9075,69,2023,-129129.902
22.99933422,120.2198301,41.2857,2.90778,69,2023,-129955.975
22.99933416,120.2198302,41.2902,2.90806,69,2023,-130781.862
22.99933415,120.2198302,41.2852,2.90833,69,2023,-131607.53
22.99933418,120.2198301,41.2982,2.90861,69,2023,-132433.202
22.99933425,120.2198302,41.301,2.90889,69,2023,-133258.896
22.99933427,120.2198302,41.304,2.90917,69,2023,-134084.545
22.99933428,120.2198302,41.2969,2.90944,69,2023,-134910.196
22.99933429,120.2198302,41.292,2.90972,69,2023,-135735.821
22.99933429,120.2198302,41.2994,2.91,69,2023,-136561.165
22.99933429,120.2198302,41.2986,2.91028,69,2023,-137386.335
22.99933428,120.2198302,41.2965,2.91056,69,2023,-138211.521
22.99933429,120.2198302,41.2917,2.91083,69,2023,-139036.582
22.99933427,120.2198302,41.2874,2.91111,69,2023,-139861.468
22.99933423,120.2198302,41.281,2.91139,69,2023,-140686.349
22.99933422,120.2198302,41.2756,2.91167,69,2023,-141511.155
22.99933423,120.2198302,41.2805,2.91194,69,2023,-142335.77
22.99933424,120.2198302,41.2804,2.91222,69,2023,-143160.417
22.99933422,120.2198302,41.2726,2.9125,69,2023,-143985.013
22.99933421,120.2198302,41.2754,2.91278,69,2023,-144809.488
22.99933423,120.2198302,41.2711,2.91306,69,2023,-145633.803
22.99933422,120.2198302,41.2705,2.91333,69,2023,-146458.003
22.99933421,120.2198302,41.2689,2.91361,69,2023,-147282.063
22.99933422,120.2198302,41.2725,2.91389,69,2023,-148105.914
22.99933421,120.2198302,41.2811,2.91417,69,2023,-148929.667
22.99933418,120.2198302,41.2797,2.91444,69,2023,-149753.362
22.99933419,120.2198302,41.2763,2.91472,69,2023,-150577.091
22.99933418,120.2198302,41.286,2.915,69,2023,-151400.867
22.99933422,120.2198302,41.2812,2.91528,69,2023,-152224.686
22.99933425,120.2198302,41.2855,2.91556,69,2023,-153048.382
22.99933423,120.2198302,41.2803,2.91583,69,2023,-153871.901
22.99933422,120.2198302,41.2794,2.91611,69,2023,-154695.336
22.99933421,120.2198302,41.2828,2.91639,69,2023,-155518.577
22.99933417,120.2198302,41.272,2.91667,69,2023,-156341.892
22.99933413,120.2198301,41.2714,2.91694,69,2023,-157165.157
22.99933409,120.2198301,41.2699,2.91722,69,2023,-157988.348
22.99933412,120.2198301,41.2653,2.9175,69,2023,-158811.477
22.99933411,120.2198301,41.2637,2.91778,69,2023,-159634.598
22.99933404,120.2198301,41.2632,2.91806,69,2023,-160457.625
22.99933408,120.2198301,41.2669,2.91833,69,2023,-161280.617
22.99933404,120.2198301,41.2623,2.91861,69,2023,-162103.544
22.999334,120.2198301,41.2658,2.91889,69,2023,-162926.361
22.999334,120.2198301,41.2648,2.91917,69,2023,-163749.08
22.99933399,120.2198301,41.2619,2.91944,69,2023,-164571.683
22.999334,120.21983,41.2629,2.91972,69,2023,-165394.099
22.99933401,120.2198301,41.267,2.92,69,2023,-166216.423
22.99933403,120.2198301,41.2716,2.92028,69,2023,-167038.762
22.99933404,120.2198301,41.282,2.92056,69,2023,-167861.089
22.99933407,120.2198302,41.281,2.92083,69,2023,-168683.388
22.99933408,120.2198301,41.2835,2.92111,69,2023,-169505.63
22.99933408,120.2198301,41.2814,2.92139,69,2023,-170327.741
22.99933403,120.2198301,41.2792,2.92167,69,2023,-171149.799
22.99933402,120.2198301,41.2782,2.92194,69,2023,-171971.989
22.99933401,120.2198301,41.2762,2.92222,69,2023,-172794.078
22.99933399,120.2198301,41.2762,2.9225,69,2023,-173616.043
22.99933402,120.2198301,41.2801,2.92278,69,2023,-174437.973
22.999334,120.2198301,41.277,2.92306,69,2023,-175259.783
22.99933402,120.2198301,41.276,2.92333,69,2023,-176081.53
22.99933402,120.2198301,41.2751,2.92361,69,2023,-176903.217
22.99933405,120.2198301,41.2629,2.92389,69,2023,-177724.894
22.999334,120.2198301,41.2672,2.92417,69,2023,-178546.571
22.99933406,120.2198301,41.2725,2.92444,69,2023,-179368.277
22.99933411,120.2198301,41.2703,2.92472,69,2023,-180189.87
22.99933413,120.2198301,41.2702,2.925,69,2023,-181011.514
22.9993342,120.2198301,41.2765,2.92528,69,2023,-181832.968
22.99933417,120.2198301,41.2741,2.92556,69,2023,-182654.535
22.99933416,120.2198301,41.2734,2.92583,69,2023,-183475.9
22.99933413,120.2198301,41.2806,2.92611,69,2023,-184297.186
22.99933411,120.2198301,41.2769,2.92639,69,2023,-185118.522
22.99933411,120.2198301,41.2737,2.92667,69,2023,-185939.883
22.99933411,120.21983,41.2703,2.92694,69,2023,-186761.114
22.9993341,120.2198301,41.2727,2.92722,69,2023,-187582.177
22.99933407,120.2198301,41.271,2.9275,69,2023,-188403.224
22.99933406,120.2198301,41.2758,2.92778,69,2023,-189224.229
22.99933402,120.2198301,41.2787,2.92806,69,2023,-190045.243
22.99933408,120.2198301,41.2806,2.92833,69,2023,-190866.212
22.99933406,120.21983,41.2827,2.92861,69,2023,-191687.021
22.99933411,120.2198301,41.2836,2.92889,69,2023,-192507.769
22.99933412,120.2198301,41.2862,2.92917,69,2023,-193328.554
22.99933418,120.2198301,41.2922,2.92944,69,2023,-194149.301
22.99933419,120.2198301,41.2886,2.92972,69,2023,-194969.99
22.99933426,120.2198301,41.2913,2.93,69,2023,-195790.863
22.99933423,120.2198302,41.2908,2.93028,69,2023,-196611.623
22.99933423,120.2198302,41.284,2.93056,69,2023,-197432.43
22.99933423,120.2198301,41.2905,2.93083,69,2023,-198253.215
22.99933422,120.2198301,41.2798,2.93111,69,2023,-199073.875
22.99933422,120.2198301,41.2655,2.93139,69,2023,-199894.442
22.99933426,120.2198301,41.2788,2.93167,69,2023,-200714.931
22.99933421,120.2198301,41.2697,2.93194,69,2023,-201535.462
22.9993342,120.21983,41.2657,2.93222,69,2023,-202355.88
22.99933417,120.21983,41.2644,2.9325,69,2023,-203176.1
22.99933418,120.21983,41.2644,2.93278,69,2023,-203996.425
22.99933411,120.21983,41.2574,2.93306,69,2023,-204816.788
22.99933414,120.21983,41.2594,2.93333,69,2023,-205637.129
22.99933412,120.21983,41.2652,2.93361,69,2023,-206457.305
22.99933409,120.21983,41.2598,2.93389,69,2023,-207277.435
22.99933406,120.21983,41.2662,2.93417,69,2023,-208097.698
22.99933404,120.21983,41.269,2.93444,69,2023,-208917.837
22.99933403,120.21983,41.2656,2.93472,69,2023,-209737.923
22.99933402,120.21983,41.2655,2.935,69,2023,-210558.059
22.99933404,120.21983,41.2776,2.93528,69,2023,-211378.051
22.99933407,120.21983,41.281,2.93556,69,2023,-212197.969
22.99933409,120.2198301,41.2805,2.93583,69,2023,-213017.985
22.99933415,120.2198301,41.2813,2.93611,69,2023,-213838.019
22.99933418,120.2198301,41.2796,2.93639,69,2023,-214658.052
22.99933418,120.2198301,41.2823,2.93667,69,2023,-215478.006
22.99933421,120.2198301,41.284,2.93694,69,2023,-216297.883
22.99933424,120.2198301,41.2744,2.93722,69,2023,-217117.738
22.99933424,120.2198301,41.2817,2.9375,69,2023,-217937.588
22.99933427,120.2198301,41.2758,2.93778,69,2023,-218757.408
22.99933431,120.2198301,41.2717,2.93806,69,2023,-219577.354
22.99933427,120.21983,41.2681,2.93833,69,2023,-220397.203
22.99933433,120.2198301,41.2579,2.93861,69,2023,-221217.086
22.99933435,120.21983,41.2634,2.93889,69,2023,-222036.973
22.99933437,120.2198301,41.2671,2.93917,69,2023,-222856.913
22.9993344,120.2198301,41.2751,2.93944,69,2023,-223676.816
22.99933441,120.2198301,41.273,2.93972,69,2023,-224496.793
22.9993344,120.2198301,41.2815,2.94,69,2023,-225316.665
22.99933438,120.2198301,41.2689,2.94028,69,2023,-226136.532
22.99933435,120.2198301,41.2702,2.94056,69,2023,-226956.368
22.99933435,120.2198301,41.2717,2.94083,69,2023,-227776.212
22.99933433,120.2198301,41.2675,2.94111,69,2023,-228596.138
22.99933432,120.2198301,41.2671,2.94139,69,2023,-229416.115
22.99933424,120.2198301,41.2743,2.94167,69,2023,-230235.927
22.9993342,120.2198301,41.2616,2.94194,69,2023,-231055.706
22.99933418,120.2198301,41.2576,2.94222,69,2023,-231875.49
22.99933415,120.21983,41.2586,2.9425,69,2023,-232695.201
22.99933412,120.21983,41.248,2.94278,69,2023,-233514.89
22.99933413,120.21983,41.2494,2.94306,69,2023,-234334.334
22.99933416,120.21983,41.2521,2.94333,69,2023,-235153.926
22.99933412,120.21983,41.2461,2.94361,69,2023,-235973.525
22.99933417,120.21983,41.249,2.94389,69,2023,-236793.211
22.99933421,120.21983,41.2478,2.94417,69,2023,-237612.827
22.99933429,120.21983,41.2515,2.94444,69,2023,-238432.526
22.99933431,120.2198301,41.2518,2.94472,69,2023,-239252.209
22.99933432,120.2198301,41.2495,2.945,69,2023,-240071.837
22.99933435,120.2198301,41.2534,2.94528,69,2023,-240891.563
22.99933439,120.2198301,41.249,2.94556,69,2023,-241711.327
22.9993344,120.2198301,41.2612,2.94583,69,2023,-242531.138
22.99933444,120.2198301,41.2578,2.94611,69,2023,-243350.844
22.99933445,120.2198301,41.2565,2.94639,69,2023,-244170.449
22.99933446,120.2198301,41.2603,2.94667,69,2023,-244990.107
22.99933442,120.2198301,41.2594,2.94694,69,2023,-245809.688
22.99933438,120.2198301,41.26,2.94722,69,2023,-246629.085
22.99933438,120.2198301,41.2547,2.9475,69,2023,-247448.468
22.99933433,120.2198301,41.2514,2.94778,69,2023,-248267.965
22.99933437,120.2198301,41.2666,2.94806,69,2023,-249087.352
22.99933433,120.2198301,41.2586,2.94833,69,2023,-249907.021
22.99933433,120.2198301,41.2612,2.94861,69,2023,-250726.667
22.99933431,120.2198301,41.2591,2.94889,69,2023,-251546.199
22.99933433,120.2198301,41.2677,2.94917,69,2023,-252365.79
22.99933426,120.2198301,41.2588,2.94944,69,2023,-253185.439
22.99933422,120.2198301,41.2565,2.94972,69,2023,-254005.187
22.9993342,120.2198301,41.2578,2.95,69,2023,-254824.94
22.99933422,120.2198301,41.2604,2.95028,69,2023,-255644.703
22.99933421,120.2198301,41.2612,2.95056,69,2023,-256464.583
22.99933421,120.2198301,41.2549,2.95083,69,2023,-257284.386
22.99933424,120.2198301,41.2639,2.95111,69,2023,-258104.256
22.99933428,120.2198301,41.2676,2.95139,69,2023,-258923.951
22.99933429,120.2198301,41.2714,2.95167,69,2023,-259743.629
22.99933431,120.2198301,41.2661,2.95194,69,2023,-260563.327
22.99933429,120.2198301,41.2719,2.95222,69,2023,-261382.893
22.99933429,120.2198301,41.2634,2.9525,69,2023,-262202.4
22.99933429,120.21983,41.2667,2.95278,69,2023,-263021.955
22.99933428,120.21983,41.265,2.95306,69,2023,-263841.513
22.99933429,120.21983,41.2637,2.95333,69,2023,-264661.031
22.99933432,120.21983,41.2707,2.95361,69,2023,-265480.749
22.99933435,120.2198301,41.2617,2.95389,69,2023,-266300.602
22.99933433,120.2198301,41.2753,2.95417,69,2023,-267120.262
22.9993343,120.2198301,41.2721,2.95444,69,2023,-267939.914
22.99933432,120.2198301,41.2698,2.95472,69,2023,-268759.414
22.99933434,120.2198301,41.271,2.955,69,2023,-269578.875
22.99933434,120.2198301,41.2628,2.95528,69,2023,-270398.419
22.9993343,120.2198301,41.258,2.95556,69,2023,-271217.921
22.99933431,120.2198301,41.2622,2.95583,69,2023,-272037.487
22.99933432,120.2198301,41.2578,2.95611,69,2023,-272856.951
22.99933431,120.2198301,41.2664,2.95639,69,2023,-273676.366
22.99933435,120.2198301,41.2632,2.95667,69,2023,-274495.695
22.99933434,120.2198301,41.2658,2.95694,69,2023,-275315.043
22.99933435,120.2198301,41.2616,2.95722,69,2023,-276134.408
22.99933435,120.2198301,41.2626,2.9575,69,2023,-276953.82
22.99933433,120.2198301,41.2613,2.95778,69,2023,-277773.215
22.99933429,120.2198301,41.258,2.95806,69,2023,-278592.701
22.99933426,120.2198301,41.2603,2.95833,69,2023,-279412.129
22.9993342,120.21983,41.2509,2.95861,69,2023,-280231.667
22.99933423,120.21983,41.2574,2.95889,69,2023,-281051.21
22.99933422,120.21983,41.2578,2.95917,69,2023,-281870.752
22.99933421,120.21983,41.2559,2.95944,69,2023,-282690.236
22.9993342,120.21983,41.2594,2.95972,69,2023,-283509.759
22.99933423,120.21983,41.2615,2.96,69,2023,-284329.318
22.99933421,120.21983,41.267,2.96028,69,2023,-285148.979
22.99933419,120.21983,41.2692,2.96056,69,2023,-285968.605
22.99933421,120.21983,41.2703,2.96083,69,2023,-286788.199
22.99933418,120.21983,41.2688,2.96111,69,2023,-287607.868
22.99933417,120.2198301,41.2689,2.96139,69,2023,-288427.56
22.99933415,120.21983,41.2721,2.96167,69,2023,-289247.363
22.99933412,120.21983,41.2645,2.96194,69,2023,-290067.111
22.99933412,120.21983,41.2651,2.96222,69,2023,-290886.761
22.99933413,120.21983,41.2587,2.9625,69,2023,-291706.517
22.99933411,120.21983,41.2611,2.96278,69,2023,-292526.339
22.99933411,120.21983,41.2586,2.96306,69,2023,-293346.015
22.99933411,120.21983,41.2424,2.96333,69,2023,-294165.767
22.99933412,120.21983,41.249,2.96361,69,2023,-294985.31
22.99933411,120.21983,41.248,2.96389,69,2023,-295804.79
22.99933412,120.21983,41.2526,2.96417,69,2023,-296624.436
22.99933413,120.21983,41.2533,2.96444,69,2023,-297444.116
22.99933415,120.21983,41.251,2.96472,69,2023,-298263.789
22.99933418,120.21983,41.2561,2.965,69,2023,-299083.439
22.99933421,120.21983,41.2499,2.96528,69,2023,-299903.091
22.99933421,120.21983,41.2608,2.96556,69,2023,-300722.729
22.99933426,120.21983,41.2584,2.96583,69,2023,-301542.457
22.99933424,120.21983,41.2581,2.96611,69,2023,-302362.228
22.99933425,120.21983,41.263,2.96639,69,2023,-303182.026
22.99933426,120.21983,41.2589,2.96667,69,2023,-304001.565
22.99933424,120.21983,41.2561,2.96694,69,2023,-304821.08
22.99933428,120.2198301,41.2657,2.96722,69,2023,-305640.654
22.99933431,120.2198301,41.2723,2.9675,69,2023,-306460.32
22.99933427,120.2198301,41.2589,2.96778,69,2023,-307280.025
22.99933428,120.2198301,41.2657,2.96806,69,2023,-308099.654
22.99933426,120.2198301,41.2593,2.96833,69,2023,-308919.185
22.99933426,120.2198301,41.2617,2.96861,69,2023,-309738.862
22.99933424,120.2198301,41.261,2.96889,69,2023,-310558.489
22.99933424,120.2198301,41.2528,2.96917,69,2023,-311378.099
22.99933429,120.2198301,41.2576,2.96944,69,2023,-312197.613
22.99933431,120.2198301,41.2569,2.96972,69,2023,-313017.107
22.99933431,120.2198301,41.2599,2.97,69,2023,-313836.641
22.99933428,120.2198301,41.2501,2.97028,69,2023,-314656.21
22.99933431,120.2198302,41.2556,2.97056,69,2023,-315475.867
22.99933428,120.2198302,41.2594,2.97083,69,2023,-316295.682
22.99933428,120.2198301,41.2521,2.97111,69,2023,-317115.353
22.99933427,120.2198301,41.2573,2.97139,69,2023,-317934.973
22.99933425,120.2198301,41.2482,2.97167,69,2023,-318754.748
22.99933421,120.2198301,41.2479,2.97194,69,2023,-319574.453
22.99933416,120.2198301,41.2418,2.97222,69,2023,-320394.134
22.99933421,120.2198301,41.2518,2.9725,69,2023,-321213.761
22.99933419,120.2198301,41.2549,2.97278,69,2023,-322033.334
22.99933423,120.21983,41.247,2.97306,69,2023,-322853.031
22.99933421,120.21983,41.2586,2.97333,69,2023,-323672.701
22.99933422,120.2198301,41.2641,2.97361,69,2023,-324492.448
22.99933423,120.2198301,41.2595,2.97389,69,2023,-325312.192
22.99933424,120.21983,41.2588,2.97417,69,2023,-326131.941
22.99933424,120.21983,41.2573,2.97444,69,2023,-326951.658
22.99933421,120.21983,41.252,2.97472,69,2023,-327771.377
22.99933424,120.21983,41.2492,2.975,69,2023,-328591.246
22.99933422,120.21983,41.2532,2.97528,69,2023,-329410.991
22.99933419,120.21983,41.2553,2.97556,69,2023,-330230.591
22.99933417,120.21983,41.2504,2.97583,69,2023,-331050.144
22.99933421,120.21983,41.258,2.97611,69,2023,-331869.627
22.99933418,120.21983,41.249,2.97639,69,2023,-332689.219
22.99933416,120.21983,41.2531,2.97667,69,2023,-333508.937
22.99933416,120.2198301,41.2572,2.97694,69,2023,-334328.552
22.99933409,120.21983,41.2513,2.97722,69,2023,-335148.135
22.99933409,120.2198301,41.2477,2.9775,69,2023,-335967.776
22.99933407,120.21983,41.2443,2.97778,69,2023,-336787.626
22.99933406,120.21983,41.2497,2.97806,69,2023,-337607.489
22.99933407,120.21983,41.2431,2.97833,69,2023,-338427.467
22.99933408,120.21983,41.2452,2.97861,69,2023,-339247.278
22.99933409,120.21983,41.2476,2.97889,69,2023,-340067.066
22.99933405,120.21983,41.2436,2.97917,69,2023,-340886.9
22.99933404,120.21983,41.2367,2.97944,69,2023,-341706.573
22.99933404,120.21983,41.2423,2.97972,69,2023,-342526.145
22.99933407,120.21983,41.2416,2.98,69,2023,-343345.749
22.99933409,120.21983,41.2441,2.98028,69,2023,-344165.318
22.99933407,120.21983,41.2419,2.98056,69,2023,-344984.763
22.99933412,120.21983,41.246,2.98083,69,2023,-345804.288
22.99933416,120.21983,41.2506,2.98111,69,2023,-346623.89
22.9993342,120.21983,41.254,2.98139,69,2023,-347443.503
22.99933422,120.21983,41.2622,2.98167,69,2023,-348263.107
22.99933427,120.2198301,41.2619,2.98194,69,2023,-349082.976
22.99933424,120.21983,41.2635,2.98222,69,2023,-349903.002
22.99933426,120.2198301,41.2571,2.9825,69,2023,-350722.976
22.99933426,120.2198301,41.2614,2.98278,69,2023,-351542.769
22.99933423,120.21983,41.264,2.98306,69,2023,-352362.495
22.99933424,120.2198301,41.261,2.98333,69,2023,-353182.255
22.99933419,120.2198301,41.261,2.98361,69,2023,-354002.014
22.99933417,120.2198301,41.2613,2.98389,69,2023,-354821.9
22.99933414,120.21983,41.2566,2.98417,69,2023,-355641.749
22.99933411,120.21983,41.2472,2.98444,69,2023,-356461.466
22.99933406,120.21983,41.2442,2.98472,69,2023,-357281.3
22.99933407,120.21983,41.2439,2.985,69,2023,-358101.277
22.99933408,120.21983,41.2412,2.98528,69,2023,-358921.277
22.99933406,120.2198299,41.2427,2.98556,69,2023,-359741.137
22.99933401,120.2198299,41.2407,2.98583,69,2023,-360561.022
22.99933404,120.2198299,41.2486,2.98611,69,2023,-361380.792
22.99933403,120.2198299,41.2419,2.98639,69,2023,-362200.58
22.999334,120.2198299,41.2423,2.98667,69,2023,-363020.467
22.99933394,120.2198299,41.2444,2.98694,69,2023,-363840.389
22.99933393,120.2198299,41.2421,2.98722,69,2023,-364660.396
22.99933391,120.2198299,41.2512,2.9875,69,2023,-365480.354
22.99933387,120.2198298,41.2414,2.98778,69,2023,-366300.369
22.99933385,120.2198299,41.2404,2.98806,69,2023,-367120.288
22.99933386,120.2198299,41.2459,2.98833,69,2023,-367940.101
22.99933386,120.2198299,41.2457,2.98861,69,2023,-368759.933
22.99933389,120.2198299,41.2439,2.98889,69,2023,-369579.766
22.99933389,120.2198299,41.2468,2.98917,69,2023,-370399.646
22.99933392,120.21983,41.2521,2.98944,69,2023,-371219.565
22.99933396,120.21983,41.2591,2.98972,69,2023,-372039.481
22.99933398,120.2198299,41.25,2.99,69,2023,-372859.374
22.99933406,120.21983,41.2575,2.99028,69,2023,-373679.287
22.99933407,120.2198301,41.2671,2.99056,69,2023,-374499.177
22.99933415,120.2198301,41.27,2.99083,69,2023,-375319.029
22.99933419,120.2198301,41.2702,2.99111,69,2023,-376138.793
22.9993342,120.2198301,41.2656,2.99139,69,2023,-376958.453
22.9993342,120.2198301,41.2722,2.99167,69,2023,-377778.198
22.99933421,120.2198301,41.2693,2.99194,69,2023,-378598.073
22.9993342,120.2198301,41.2694,2.99222,69,2023,-379418.002
22.99933418,120.2198301,41.2749,2.9925,69,2023,-380237.877
22.99933419,120.2198301,41.2673,2.99278,69,2023,-381057.79
22.99933421,120.2198301,41.267,2.99306,69,2023,-381877.738
22.99933423,120.2198301,41.2669,2.99333,69,2023,-382697.782
22.99933424,120.2198301,41.2627,2.99361,69,2023,-383517.863
22.99933429,120.2198301,41.2732,2.99389,69,2023,-384337.874
22.99933429,120.2198301,41.2693,2.99417,69,2023,-385157.933
22.99933432,120.2198301,41.2688,2.99444,69,2023,-385978.044
