     lon       lat      ve     vn      eps1      eps1(sig)     eps2      eps2(sig)     theta   theta(sig)  rotation     rot(sig)  dilatation   dila(sig)     gamma    gamma(sig)      psi     psi(sig)  stations
  119.9000   22.8500  36.95  -0.68   0.298E-04   0.958E-06  -0.315E-04   0.957E-06   -43.9099     0.6330  -0.312E-04   0.677E-06  -0.172E-05   0.135E-05   0.613E-04   0.679E-06     1.0901     0.0241  CK24 CK17 CK25 CK18 CK23 CK16 CK31 CK32 CK10 CK26
  119.9500   22.8500  36.75  -0.64   0.300E-04   0.927E-06  -0.306E-04   0.928E-06   -44.3338     0.6197  -0.295E-04   0.656E-06  -0.627E-06   0.131E-05   0.606E-04   0.656E-06     0.6662     0.0144  CK24 CK25 CK17 CK31 CK23 CK18 CK32 CK16 CK30 CK26
  120.0000   22.8500  36.79  -0.67   0.298E-04   0.923E-06  -0.284E-04   0.923E-06   -44.8623     0.6430  -0.295E-04   0.653E-06   0.145E-05   0.131E-05   0.582E-04   0.653E-06     0.1377     0.0031  CK24 CK31 CK25 CK32 CK23 CK30 CK17 CK18 CK26 CK38
  120.0500   22.8500  36.74  -0.68   0.270E-04   0.975E-06  -0.294E-04   0.975E-06   -44.2686     0.7000  -0.304E-04   0.689E-06  -0.241E-05   0.138E-05   0.564E-04   0.690E-06     0.7314     0.0179  CK31 CK24 CK32 CK25 CK30 CK23 CK38 CK39 CK33 CK17
  120.1000   22.8500  36.55  -0.53   0.263E-04   0.103E-05  -0.289E-04   0.103E-05   -44.2428     0.7569  -0.307E-04   0.730E-06  -0.258E-05   0.146E-05   0.553E-04   0.731E-06     0.7572     0.0200  CK31 CK32 CK38 CK24 CK30 CK39 CK25 CK37 CK23 CK33
  120.1500   22.8500  36.57  -0.40   0.272E-04   0.103E-05  -0.287E-04   0.103E-05   -44.3455     0.7464  -0.315E-04   0.727E-06  -0.149E-05   0.145E-05   0.558E-04   0.728E-06     0.6545     0.0171  CK31 CK38 CK32 CK39 CK30 CK37 CK24 CK25 CK45 CK33
  120.2000   22.8500  36.50  -0.19   0.282E-04   0.120E-05  -0.284E-04   0.120E-05   -45.3638     0.8621  -0.324E-04   0.852E-06  -0.254E-06   0.170E-05   0.566E-04   0.852E-06    -0.3638     0.0109  CK38 CK31 CK39 CK32 CK37 CK45 CK30 CK46 CK40
  120.2500   22.8500  36.52   0.01   0.298E-04   0.103E-05  -0.270E-04   0.103E-05   -46.6174     0.7312  -0.327E-04   0.726E-06   0.279E-05   0.145E-05   0.568E-04   0.729E-06    -1.6174     0.0413  CK38 CK39 CK45 CK31 CK37 CK46 CK32 CK44 CK30 CK40
  120.3000   22.8500  36.81   0.24   0.312E-04   0.112E-05  -0.258E-04   0.112E-05   -47.5753     0.7926  -0.330E-04   0.791E-06   0.543E-05   0.158E-05   0.570E-04   0.801E-06    -2.5753     0.0714  CK38 CK45 CK39 CK46 CK37 CK44 CK31 CK32 CK40
  120.3500   22.8500  36.96   0.48   0.329E-04   0.183E-05  -0.246E-04   0.175E-05   -48.6963     1.2490  -0.342E-04   0.126E-05   0.827E-05   0.253E-05   0.575E-04   0.129E-05    -3.6963     0.1621  CK45 CK38 CK46 CK39 CK44 CK37 CK47
  119.5500   22.9000  33.49  -2.19   0.392E-04   0.201E-05  -0.397E-04   0.211E-05   -41.5205     1.0587  -0.434E-04   0.146E-05  -0.520E-06   0.291E-05   0.788E-04   0.149E-05     3.4795     0.1283  CK04 CK03 CK11 CK10 CK05 CK02 CK12 CK09
  119.6000   22.9000  33.38  -1.92   0.404E-04   0.138E-05  -0.364E-04   0.140E-05   -42.9337     0.7334  -0.442E-04   0.983E-06   0.396E-05   0.197E-05   0.768E-04   0.990E-06     2.0663     0.0529  CK11 CK10 CK04 CK03 CK12 CK05 CK18 CK17 CK09 CK02
  119.6500   22.9000  33.50  -1.68   0.416E-04   0.127E-05  -0.393E-04   0.128E-05   -42.6079     0.6373  -0.465E-04   0.901E-06   0.229E-05   0.180E-05   0.810E-04   0.910E-06     2.3921     0.0532  CK11 CK10 CK04 CK03 CK18 CK17 CK12 CK09 CK05 CK19
  119.7000   22.9000  33.29  -1.32   0.365E-04   0.131E-05  -0.376E-04   0.132E-05   -42.6722     0.7173  -0.444E-04   0.928E-06  -0.104E-05   0.186E-05   0.741E-04   0.937E-06     2.3278     0.0582  CK11 CK10 CK18 CK17 CK12 CK04 CK03 CK19 CK09 CK16
  119.7500   22.9000  33.24  -1.11   0.390E-04   0.111E-05  -0.359E-04   0.111E-05   -45.1081     0.6007  -0.420E-04   0.786E-06   0.317E-05   0.157E-05   0.749E-04   0.786E-06    -0.1081     0.0023  CK18 CK17 CK11 CK10 CK19 CK25 CK12 CK24 CK16 CK09 CK04
  119.8000   22.9000  33.37  -0.89   0.406E-04   0.110E-05  -0.376E-04   0.110E-05   -44.3466     0.5710  -0.429E-04   0.779E-06   0.305E-05   0.156E-05   0.782E-04   0.780E-06     0.6534     0.0130  CK18 CK17 CK11 CK25 CK10 CK24 CK19 CK16 CK12 CK26
  119.8500   22.9000  33.28  -0.71   0.358E-04   0.112E-05  -0.372E-04   0.113E-05   -42.9471     0.6232  -0.389E-04   0.794E-06  -0.144E-05   0.159E-05   0.730E-04   0.800E-06     2.0529     0.0446  CK18 CK17 CK25 CK24 CK19 CK11 CK10 CK26 CK16 CK23
  119.9000   22.9000  33.32  -0.58   0.387E-04   0.988E-06  -0.354E-04   0.988E-06   -44.8869     0.5403  -0.367E-04   0.699E-06   0.336E-05   0.140E-05   0.741E-04   0.699E-06     0.1131     0.0021  CK25 CK24 CK18 CK17 CK26 CK32 CK19 CK31 CK23 CK16 CK11
  119.9500   22.9000  33.39  -0.61   0.403E-04   0.112E-05  -0.360E-04   0.112E-05   -44.1086     0.5952  -0.385E-04   0.793E-06   0.425E-05   0.159E-05   0.763E-04   0.794E-06     0.8914     0.0185  CK25 CK24 CK18 CK32 CK17 CK31 CK26 CK23 CK19 CK33
  120.0000   22.9000  33.31  -0.55   0.368E-04   0.118E-05  -0.345E-04   0.119E-05   -42.9560     0.6734  -0.359E-04   0.838E-06   0.226E-05   0.168E-05   0.713E-04   0.845E-06     2.0440     0.0480  CK25 CK24 CK32 CK31 CK26 CK18 CK17 CK33 CK23 CK30
  120.0500   22.9000  33.24  -0.53   0.371E-04   0.121E-05  -0.326E-04   0.121E-05   -44.2152     0.7036  -0.363E-04   0.856E-06   0.451E-05   0.171E-05   0.697E-04   0.857E-06     0.7848     0.0193  CK32 CK31 CK25 CK24 CK33 CK39 CK38 CK26 CK30 CK23
  120.1000   22.9000  33.22  -0.49   0.375E-04   0.121E-05  -0.372E-04   0.122E-05   -42.4830     0.6596  -0.391E-04   0.859E-06   0.322E-06   0.172E-05   0.746E-04   0.869E-06     2.5170     0.0579  CK32 CK31 CK39 CK25 CK38 CK24 CK33 CK30 CK40 CK26
  120.1500   22.9000  33.03  -0.35   0.330E-04   0.105E-05  -0.361E-04   0.105E-05   -42.8287     0.6147  -0.381E-04   0.741E-06  -0.308E-05   0.148E-05   0.691E-04   0.748E-06     2.1713     0.0465  CK32 CK31 CK39 CK38 CK33 CK25 CK40 CK24 CK30 CK37 CK46
  120.2000   22.9000  32.96  -0.16   0.363E-04   0.118E-05  -0.338E-04   0.118E-05   -45.2844     0.6830  -0.388E-04   0.836E-06   0.251E-05   0.167E-05   0.701E-04   0.836E-06    -0.2844     0.0068  CK39 CK38 CK32 CK31 CK40 CK46 CK45 CK33 CK37 CK30
  120.2500   22.9000  33.06   0.04   0.386E-04   0.115E-05  -0.365E-04   0.115E-05   -45.2211     0.6170  -0.419E-04   0.810E-06   0.210E-05   0.162E-05   0.752E-04   0.810E-06    -0.2211     0.0048  CK39 CK38 CK46 CK45 CK32 CK31 CK40 CK37 CK47 CK33
  120.3000   22.9000  33.08   0.26   0.372E-04   0.131E-05  -0.341E-04   0.131E-05   -45.6399     0.7426  -0.407E-04   0.924E-06   0.305E-05   0.185E-05   0.713E-04   0.925E-06    -0.6399     0.0166  CK39 CK38 CK46 CK45 CK40 CK32 CK47 CK31 CK37 CK44
  120.3500   22.9000  33.32   0.54   0.415E-04   0.213E-05  -0.297E-04   0.202E-05   -48.9685     1.1700  -0.415E-04   0.147E-05   0.118E-04   0.293E-05   0.712E-04   0.151E-05    -3.9685     0.1631  CK46 CK45 CK39 CK38 CK47 CK40 CK44 CK37
  119.5500   22.9500  29.39  -1.99   0.505E-04   0.200E-05  -0.485E-04   0.207E-05   -41.1644     0.8333  -0.537E-04   0.144E-05   0.198E-05   0.288E-05   0.990E-04   0.148E-05     3.8356     0.1112  CK04 CK11 CK03 CK05 CK10 CK12
  119.6000   22.9500  29.22  -1.75   0.507E-04   0.129E-05  -0.463E-04   0.129E-05   -42.3240     0.5403  -0.534E-04   0.915E-06   0.438E-05   0.183E-05   0.970E-04   0.927E-06     2.6760     0.0504  CK11 CK04 CK10 CK12 CK03 CK05 CK18 CK17 CK19
  119.6500   22.9500  29.12  -1.49   0.503E-04   0.136E-05  -0.455E-04   0.135E-05   -42.9391     0.5730  -0.530E-04   0.958E-06   0.485E-05   0.192E-05   0.958E-04   0.965E-06     2.0609     0.0412  CK11 CK10 CK04 CK12 CK18 CK03 CK05 CK17 CK19
  119.7000   22.9500  29.11  -1.22   0.495E-04   0.139E-05  -0.447E-04   0.139E-05   -43.7732     0.5966  -0.524E-04   0.981E-06   0.472E-05   0.196E-05   0.942E-04   0.983E-06     1.2268     0.0255  CK11 CK18 CK10 CK12 CK17 CK19 CK04 CK03 CK05
  119.7500   22.9500  29.18  -1.02   0.484E-04   0.117E-05  -0.433E-04   0.116E-05   -44.3098     0.5144  -0.505E-04   0.823E-06   0.505E-05   0.165E-05   0.917E-04   0.824E-06     0.6902     0.0124  CK18 CK11 CK17 CK19 CK10 CK12 CK25 CK04 CK24 CK26
  119.8000   22.9500  29.23  -0.79   0.483E-04   0.121E-05  -0.423E-04   0.121E-05   -44.6838     0.5429  -0.491E-04   0.858E-06   0.598E-05   0.172E-05   0.905E-04   0.858E-06     0.3162     0.0060  CK18 CK17 CK19 CK11 CK25 CK10 CK12 CK24 CK26
  119.8500   22.9500  29.39  -0.64   0.485E-04   0.113E-05  -0.410E-04   0.113E-05   -44.5589     0.5110  -0.476E-04   0.798E-06   0.754E-05   0.160E-05   0.895E-04   0.799E-06     0.4411     0.0079  CK18 CK25 CK17 CK19 CK24 CK26 CK11 CK10 CK12 CK32
  119.9000   22.9500  29.49  -0.49   0.474E-04   0.120E-05  -0.415E-04   0.119E-05   -43.3467     0.5450  -0.454E-04   0.845E-06   0.593E-05   0.169E-05   0.888E-04   0.849E-06     1.6533     0.0314  CK25 CK18 CK24 CK26 CK17 CK19 CK32 CK31 CK11 CK33
  119.9500   22.9500  29.52  -0.44   0.483E-04   0.138E-05  -0.400E-04   0.137E-05   -43.2714     0.6297  -0.450E-04   0.971E-06   0.836E-05   0.194E-05   0.883E-04   0.976E-06     1.7286     0.0380  CK25 CK24 CK26 CK18 CK32 CK17 CK31 CK19 CK33
  120.0000   22.9500  29.59  -0.40   0.485E-04   0.127E-05  -0.399E-04   0.126E-05   -43.1750     0.5809  -0.448E-04   0.895E-06   0.859E-05   0.179E-05   0.883E-04   0.901E-06     1.8250     0.0370  CK25 CK32 CK24 CK26 CK31 CK33 CK18 CK17 CK19 CK39
  120.0500   22.9500  29.52  -0.34   0.467E-04   0.132E-05  -0.426E-04   0.130E-05   -42.0590     0.5950  -0.449E-04   0.927E-06   0.411E-05   0.185E-05   0.892E-04   0.941E-06     2.9410     0.0610  CK32 CK25 CK31 CK33 CK24 CK26 CK39 CK38 CK40 CK18
  120.1000   22.9500  29.36  -0.31   0.454E-04   0.142E-05  -0.444E-04   0.142E-05   -42.1119     0.6405  -0.455E-04   0.100E-05   0.104E-05   0.201E-05   0.898E-04   0.102E-05     2.8881     0.0645  CK32 CK31 CK33 CK39 CK25 CK38 CK24 CK40 CK26
  120.1500   22.9500  29.26  -0.22   0.453E-04   0.122E-05  -0.441E-04   0.121E-05   -42.8869     0.5509  -0.464E-04   0.860E-06   0.126E-05   0.172E-05   0.894E-04   0.867E-06     2.1131     0.0406  CK32 CK39 CK31 CK33 CK38 CK40 CK25 CK24 CK46 CK26
  120.2000   22.9500  29.14  -0.12   0.443E-04   0.115E-05  -0.452E-04   0.114E-05   -43.2374     0.5190  -0.482E-04   0.811E-06  -0.928E-06   0.162E-05   0.895E-04   0.815E-06     1.7626     0.0319  CK39 CK32 CK38 CK40 CK31 CK33 CK46 CK45 CK47 CK25
  120.2500   22.9500  29.04   0.07   0.461E-04   0.135E-05  -0.436E-04   0.135E-05   -44.4709     0.6084  -0.491E-04   0.952E-06   0.256E-05   0.190E-05   0.897E-04   0.953E-06     0.5291     0.0112  CK39 CK38 CK40 CK46 CK32 CK45 CK47 CK31 CK33
  120.3000   22.9500  29.16   0.31   0.475E-04   0.156E-05  -0.425E-04   0.156E-05   -45.4576     0.7014  -0.499E-04   0.110E-05   0.503E-05   0.220E-05   0.900E-04   0.110E-05    -0.4576     0.0112  CK39 CK46 CK38 CK40 CK45 CK47 CK32 CK31 CK33
  120.3500   22.9500  29.42   0.58   0.508E-04   0.313E-05  -0.392E-04   0.305E-05   -47.8291     1.3843  -0.515E-04   0.218E-05   0.116E-04   0.437E-05   0.899E-04   0.222E-05    -2.8291     0.1372  CK46 CK39 CK45 CK47 CK38 CK40
  119.5500   23.0000  24.52  -1.76   0.471E-04   0.170E-05  -0.479E-04   0.177E-05   -42.0466     0.7420  -0.519E-04   0.123E-05  -0.783E-06   0.246E-05   0.949E-04   0.125E-05     2.9534     0.0764  CK04 CK05 CK11 CK12 CK03 CK10 CK06 CK13
  119.6000   23.0000  24.38  -1.55   0.488E-04   0.130E-05  -0.468E-04   0.131E-05   -43.3169     0.5533  -0.517E-04   0.923E-06   0.193E-05   0.185E-05   0.956E-04   0.928E-06     1.6831     0.0325  CK11 CK04 CK12 CK05 CK10 CK03 CK18 CK19 CK13 CK06
  119.6500   23.0000  24.18  -1.32   0.499E-04   0.130E-05  -0.469E-04   0.130E-05   -44.1601     0.5429  -0.523E-04   0.917E-06   0.296E-05   0.183E-05   0.968E-04   0.919E-06     0.8399     0.0159  CK11 CK12 CK04 CK18 CK05 CK19 CK10 CK13 CK03 CK17
  119.7000   23.0000  24.39  -1.17   0.486E-04   0.141E-05  -0.447E-04   0.141E-05   -45.9124     0.6113  -0.496E-04   0.996E-06   0.383E-05   0.199E-05   0.933E-04   0.998E-06    -0.9124     0.0195  CK11 CK12 CK18 CK19 CK10 CK04 CK17 CK05 CK13 CK20
  119.7500   23.0000  24.62  -0.96   0.470E-04   0.116E-05  -0.432E-04   0.115E-05   -46.3317     0.5182  -0.499E-04   0.816E-06   0.386E-05   0.163E-05   0.902E-04   0.819E-06    -1.3317     0.0241  CK18 CK11 CK19 CK12 CK17 CK10 CK25 CK26 CK20 CK04 CK13
  119.8000   23.0000  24.65  -0.74   0.473E-04   0.119E-05  -0.420E-04   0.119E-05   -46.1453     0.5386  -0.491E-04   0.840E-06   0.531E-05   0.168E-05   0.893E-04   0.842E-06    -1.1453     0.0215  CK18 CK19 CK11 CK25 CK12 CK26 CK17 CK20 CK10 CK24
  119.8500   23.0000  24.94  -0.50   0.458E-04   0.130E-05  -0.407E-04   0.129E-05   -46.1469     0.6047  -0.472E-04   0.914E-06   0.507E-05   0.183E-05   0.865E-04   0.916E-06    -1.1469     0.0242  CK18 CK19 CK25 CK26 CK17 CK11 CK24 CK12 CK20 CK27
  119.9000   23.0000  25.17  -0.37   0.451E-04   0.123E-05  -0.413E-04   0.123E-05   -44.3445     0.5751  -0.463E-04   0.867E-06   0.376E-05   0.173E-05   0.864E-04   0.868E-06     0.6555     0.0132  CK25 CK26 CK18 CK19 CK24 CK32 CK17 CK33 CK27 CK20 CK11
  119.9500   23.0000  25.08  -0.19   0.482E-04   0.132E-05  -0.408E-04   0.133E-05   -43.7912     0.6029  -0.463E-04   0.937E-06   0.738E-05   0.187E-05   0.891E-04   0.940E-06     1.2088     0.0254  CK25 CK26 CK18 CK32 CK19 CK33 CK24 CK27 CK17 CK31
  120.0000   23.0000  25.21  -0.15   0.482E-04   0.120E-05  -0.407E-04   0.120E-05   -43.4375     0.5457  -0.456E-04   0.847E-06   0.749E-05   0.169E-05   0.890E-04   0.851E-06     1.5625     0.0297  CK25 CK26 CK32 CK33 CK24 CK18 CK31 CK19 CK27 CK34 CK39
  120.0500   23.0000  25.15  -0.09   0.474E-04   0.116E-05  -0.445E-04   0.116E-05   -42.1283     0.5125  -0.451E-04   0.822E-06   0.297E-05   0.164E-05   0.919E-04   0.835E-06     2.8717     0.0513  CK32 CK33 CK25 CK26 CK31 CK39 CK24 CK40 CK34 CK27 CK18
  120.1000   23.0000  24.84  -0.04   0.474E-04   0.122E-05  -0.463E-04   0.122E-05   -41.7518     0.5270  -0.460E-04   0.863E-06   0.110E-05   0.173E-05   0.938E-04   0.879E-06     3.2482     0.0596  CK32 CK33 CK39 CK25 CK40 CK26 CK31 CK34 CK38 CK24
  120.1500   23.0000  24.82  -0.02   0.464E-04   0.105E-05  -0.464E-04   0.105E-05   -42.5001     0.4589  -0.468E-04   0.743E-06  -0.169E-07   0.149E-05   0.927E-04   0.751E-06     2.4999     0.0400  CK32 CK33 CK39 CK40 CK31 CK38 CK25 CK26 CK34 CK41 CK46
  120.2000   23.0000  24.57   0.01   0.450E-04   0.117E-05  -0.460E-04   0.118E-05   -42.9322     0.5214  -0.482E-04   0.828E-06  -0.103E-05   0.166E-05   0.910E-04   0.834E-06     2.0678     0.0376  CK39 CK40 CK32 CK33 CK38 CK46 CK31 CK47 CK41 CK34
  120.2500   23.0000  24.35   0.17   0.467E-04   0.119E-05  -0.456E-04   0.119E-05   -44.2267     0.5230  -0.500E-04   0.842E-06   0.116E-05   0.168E-05   0.923E-04   0.843E-06     0.7733     0.0141  CK39 CK40 CK46 CK32 CK47 CK33 CK38 CK41 CK45 CK31
  120.3000   23.0000  24.52   0.39   0.475E-04   0.142E-05  -0.435E-04   0.141E-05   -45.0337     0.6305  -0.503E-04   0.100E-05   0.399E-05   0.200E-05   0.909E-04   0.100E-05    -0.0337     0.0007  CK39 CK46 CK40 CK47 CK38 CK45 CK32 CK33 CK41 CK48
  120.3500   23.0000  24.71   0.66   0.499E-04   0.238E-05  -0.403E-04   0.232E-05   -47.0780     1.0536  -0.512E-04   0.166E-05   0.957E-05   0.332E-05   0.901E-04   0.168E-05    -2.0780     0.0766  CK46 CK47 CK39 CK40 CK45 CK38 CK48 CK41
  119.5500   23.0500  19.66  -1.54   0.438E-04   0.254E-05  -0.474E-04   0.261E-05   -43.0084     1.1442  -0.504E-04   0.182E-05  -0.364E-05   0.364E-05   0.911E-04   0.183E-05     1.9916     0.0795  CK05 CK04 CK12 CK11 CK06 CK13 CK03
  119.6000   23.0500  19.48  -1.41   0.462E-04   0.162E-05  -0.469E-04   0.163E-05   -43.8012     0.7060  -0.496E-04   0.115E-05  -0.770E-06   0.229E-05   0.931E-04   0.115E-05     1.1988     0.0295  CK12 CK05 CK11 CK04 CK13 CK06 CK19 CK18 CK10 CK03
  119.6500   23.0500  19.58  -1.29   0.467E-04   0.175E-05  -0.447E-04   0.175E-05   -45.8973     0.7757  -0.474E-04   0.124E-05   0.202E-05   0.248E-05   0.914E-04   0.124E-05    -0.8973     0.0243  CK12 CK11 CK05 CK19 CK04 CK13 CK18 CK06 CK10 CK20
  119.7000   23.0500  19.70  -1.22   0.487E-04   0.193E-05  -0.440E-04   0.192E-05   -47.4503     0.8397  -0.473E-04   0.136E-05   0.473E-05   0.273E-05   0.927E-04   0.138E-05    -2.4503     0.0720  CK12 CK11 CK19 CK18 CK13 CK05 CK20 CK04 CK10
  119.7500   23.0500  19.86  -0.97   0.464E-04   0.142E-05  -0.414E-04   0.141E-05   -48.0263     0.6479  -0.472E-04   0.999E-06   0.497E-05   0.200E-05   0.879E-04   0.102E-05    -3.0263     0.0687  CK19 CK12 CK18 CK11 CK20 CK13 CK26 CK25 CK17 CK05 CK10
  119.8000   23.0500  20.28  -0.74   0.440E-04   0.150E-05  -0.404E-04   0.149E-05   -48.5266     0.7125  -0.469E-04   0.106E-05   0.357E-05   0.212E-05   0.844E-04   0.108E-05    -3.5266     0.0882  CK19 CK18 CK12 CK26 CK11 CK20 CK25 CK13 CK17 CK27
  119.8500   23.0500  20.55  -0.44   0.436E-04   0.175E-05  -0.390E-04   0.174E-05   -48.2798     0.8495  -0.480E-04   0.123E-05   0.454E-05   0.247E-05   0.826E-04   0.126E-05    -3.2798     0.0977  CK19 CK18 CK26 CK25 CK20 CK12 CK27 CK11 CK17
  119.9000   23.0500  20.59  -0.29   0.433E-04   0.146E-05  -0.387E-04   0.146E-05   -45.9702     0.7200  -0.465E-04   0.103E-05   0.460E-05   0.206E-05   0.821E-04   0.103E-05    -0.9702     0.0244  CK26 CK19 CK25 CK18 CK27 CK20 CK33 CK32 CK24 CK12 CK17
  119.9500   23.0500  20.80  -0.07   0.435E-04   0.163E-05  -0.398E-04   0.163E-05   -44.3600     0.7940  -0.459E-04   0.116E-05   0.369E-05   0.231E-05   0.834E-04   0.116E-05     0.6400     0.0177  CK26 CK25 CK19 CK33 CK18 CK27 CK32 CK20 CK34 CK24
  120.0000   23.0500  20.64   0.12   0.463E-04   0.137E-05  -0.423E-04   0.137E-05   -43.2615     0.6256  -0.452E-04   0.967E-06   0.400E-05   0.193E-05   0.885E-04   0.972E-06     1.7385     0.0379  CK26 CK33 CK25 CK32 CK27 CK19 CK34 CK18 CK24 CK40 CK31
  120.0500   23.0500  20.61   0.15   0.464E-04   0.139E-05  -0.456E-04   0.139E-05   -42.4400     0.6125  -0.458E-04   0.984E-06   0.785E-06   0.197E-05   0.921E-04   0.996E-06     2.5600     0.0547  CK33 CK32 CK26 CK25 CK34 CK40 CK27 CK39 CK31 CK19
  120.1000   23.0500  20.49   0.14   0.455E-04   0.129E-05  -0.471E-04   0.129E-05   -41.8947     0.5631  -0.448E-04   0.911E-06  -0.160E-05   0.182E-05   0.926E-04   0.926E-06     3.1053     0.0609  CK33 CK32 CK40 CK26 CK39 CK34 CK25 CK41 CK27 CK31
  120.1500   23.0500  20.05   0.16   0.452E-04   0.111E-05  -0.478E-04   0.111E-05   -41.4351     0.4830  -0.450E-04   0.784E-06  -0.265E-05   0.157E-05   0.930E-04   0.802E-06     3.5649     0.0599  CK33 CK40 CK32 CK39 CK34 CK41 CK26 CK25 CK31 CK47 CK38
  120.2000   23.0500  19.97   0.14   0.442E-04   0.144E-05  -0.473E-04   0.145E-05   -42.1098     0.6398  -0.479E-04   0.102E-05  -0.308E-05   0.204E-05   0.915E-04   0.104E-05     2.8902     0.0644  CK40 CK39 CK33 CK32 CK41 CK47 CK34 CK46 CK38
  120.2500   23.0500  19.85   0.30   0.450E-04   0.140E-05  -0.443E-04   0.140E-05   -43.4212     0.6365  -0.479E-04   0.992E-06   0.751E-06   0.198E-05   0.893E-04   0.997E-06     1.5788     0.0351  CK40 CK39 CK47 CK33 CK46 CK41 CK32 CK48 CK38 CK34
  120.3000   23.0500  19.75   0.49   0.466E-04   0.155E-05  -0.431E-04   0.155E-05   -44.8517     0.6998  -0.494E-04   0.110E-05   0.348E-05   0.219E-05   0.897E-04   0.110E-05     0.1483     0.0036  CK40 CK47 CK39 CK46 CK41 CK48 CK33 CK32 CK38 CK45
  120.3500   23.0500  19.92   0.74   0.480E-04   0.297E-05  -0.419E-04   0.294E-05   -45.9325     1.3308  -0.506E-04   0.209E-05   0.616E-05   0.418E-05   0.899E-04   0.209E-05    -0.9325     0.0433  CK47 CK46 CK40 CK39 CK48 CK41 CK45
  119.5500   23.1000  15.04  -1.46   0.393E-04   0.329E-05  -0.452E-04   0.333E-05   -43.6126     1.5853  -0.451E-04   0.234E-05  -0.587E-05   0.468E-05   0.846E-04   0.235E-05     1.3874     0.0767  CK05 CK12 CK06 CK04 CK13 CK11
  119.6000   23.1000  14.95  -1.39   0.408E-04   0.234E-05  -0.433E-04   0.234E-05   -45.5777     1.1247  -0.429E-04   0.165E-05  -0.246E-05   0.330E-05   0.841E-04   0.165E-05    -0.5777     0.0227  CK12 CK05 CK13 CK06 CK11 CK04 CK19 CK20
  119.6500   23.1000  15.09  -1.33   0.424E-04   0.209E-05  -0.424E-04   0.210E-05   -47.3882     1.0000  -0.428E-04   0.148E-05   0.593E-08   0.297E-05   0.847E-04   0.150E-05    -2.3882     0.0836  CK12 CK13 CK05 CK11 CK19 CK06 CK20 CK04 CK18
  119.7000   23.1000  15.35  -1.32   0.429E-04   0.209E-05  -0.415E-04   0.210E-05   -48.6071     0.9990  -0.418E-04   0.148E-05   0.148E-05   0.297E-05   0.844E-04   0.152E-05    -3.6071     0.1265  CK12 CK19 CK13 CK11 CK20 CK18 CK05 CK06 CK04
  119.7500   23.1000  15.56  -1.11   0.420E-04   0.170E-05  -0.382E-04   0.174E-05   -50.2516     0.8541  -0.423E-04   0.122E-05   0.380E-05   0.243E-05   0.803E-04   0.128E-05    -5.2516     0.1583  CK19 CK12 CK20 CK13 CK18 CK11 CK26 CK27 CK05 CK25
  119.8000   23.1000  16.00  -0.93   0.395E-04   0.183E-05  -0.369E-04   0.184E-05   -49.8512     0.9597  -0.433E-04   0.130E-05   0.255E-05   0.260E-05   0.764E-04   0.135E-05    -4.8512     0.1641  CK19 CK20 CK12 CK18 CK26 CK13 CK27 CK11 CK25
  119.8500   23.1000  16.24  -0.62   0.368E-04   0.165E-05  -0.372E-04   0.167E-05   -48.4359     0.9029  -0.438E-04   0.117E-05  -0.469E-06   0.235E-05   0.740E-04   0.120E-05    -3.4359     0.1088  CK19 CK26 CK20 CK18 CK27 CK25 CK12 CK13 CK11 CK33
  119.9000   23.1000  16.39  -0.31   0.375E-04   0.173E-05  -0.368E-04   0.174E-05   -47.4284     0.9420  -0.441E-04   0.123E-05   0.766E-06   0.245E-05   0.743E-04   0.124E-05    -2.4284     0.0800  CK26 CK19 CK27 CK25 CK20 CK18 CK33 CK34 CK12 CK32
  119.9500   23.1000  16.56   0.01   0.377E-04   0.196E-05  -0.391E-04   0.196E-05   -45.3643     1.0346  -0.441E-04   0.139E-05  -0.141E-05   0.277E-05   0.768E-04   0.139E-05    -0.3643     0.0132  CK26 CK27 CK25 CK19 CK33 CK20 CK34 CK18 CK32
  120.0000   23.1000  16.42   0.20   0.392E-04   0.170E-05  -0.417E-04   0.169E-05   -43.7826     0.8495  -0.434E-04   0.120E-05  -0.250E-05   0.240E-05   0.808E-04   0.120E-05     1.2174     0.0361  CK26 CK33 CK27 CK25 CK34 CK32 CK19 CK20 CK18 CK40
  120.0500   23.1000  16.25   0.31   0.425E-04   0.151E-05  -0.430E-04   0.150E-05   -43.1634     0.7137  -0.426E-04   0.106E-05  -0.459E-06   0.213E-05   0.854E-04   0.107E-05     1.8366     0.0457  CK33 CK26 CK34 CK32 CK27 CK25 CK40 CK41 CK39 CK19
  120.1000   23.1000  16.08   0.32   0.422E-04   0.152E-05  -0.451E-04   0.152E-05   -42.0100     0.7059  -0.422E-04   0.108E-05  -0.288E-05   0.215E-05   0.873E-04   0.109E-05     2.9900     0.0735  CK33 CK34 CK40 CK32 CK26 CK41 CK27 CK39 CK25
  120.1500   23.1000  15.71   0.29   0.411E-04   0.134E-05  -0.456E-04   0.132E-05   -41.3167     0.6192  -0.425E-04   0.938E-06  -0.451E-05   0.188E-05   0.868E-04   0.961E-06     3.6833     0.0794  CK33 CK40 CK34 CK32 CK41 CK39 CK26 CK27 CK47 CK25
